Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
6,1,5,8,20.5,34.8,27.4,17.4,998787,493734,319770,44250,5046,270474,185283,32413,30814,15233,9865,1365,156,8345,5716,590312,397026,89106,57959,31147,104180,3120,101060,16362,12290,4072,168,3904,36078,32305,25886,0
6,1,6,4,21.7,33.2,30.5,14.7,749357,427054,217889,22701,5076,190112,104414,27290,27459,15649,7984,832,186,6966,3826,462916,327218,75772,49733,26039,59926,1109,58817,13293,9643,3650,619,3031,34824,33933,19405,0
6,1,1,1,19.5,31.5,32.9,16.1,840608,508087,239664,27231,5100,207333,92857,28745,29244,17676,8338,947,177,7213,3230,293425,194064,48883,33509,15374,50478,5277,45201,9745,6198,3547,507,3040,30110,31311,14869,3
6,1,2,2,21.5,30.7,34.5,13.3,849149,476864,273715,42977,5231,225507,98570,29284,28997,16284,9347,1468,179,7701,3366,393544,258321,70256,49398,20858,64967,1319,63648,11477,8326,3151,462,2689,34290,31026,23670,0
6,1,7,8,24,30.9,30.3,14.9,854802,528564,223164,24307,5236,193621,103074,29774,28710,17753,7495,816,176,6503,3462,505827,364223,83669,51005,32664,57935,-3455,61390,15302,11735,3567,777,2790,33056,31037,22004,0
6,1,6,5,13.4,36.7,34.9,15,1116792,659975,313823,35688,5363,272772,142994,34859,32037,18933,9003,1024,154,7825,4102,570345,407582,91700,60020,31680,71063,904,70159,16165,12179,3986,533,3453,35283,33466,20318,1
6,1,7,8,21.6,26.9,34.6,16.9,808036,376923,306981,55772,5527,245682,124132,25846,31263,14583,11877,2158,214,9506,4803,445402,298996,69447,45709,23738,76959,32494,44465,11977,9263,2714,217,2497,37188,32279,17807,0
6,1,7,8,27.8,29.4,28.3,14.5,720780,348396,267024,54950,5840,206234,105360,28515,25277,12218,9364,1927,205,7232,3695,411300,290979,76005,52899,23106,44316,8909,35407,12276,9942,2334,273,2061,33504,29268,17180,0
6,1,7,8,23.9,24.4,28.8,22.9,1067272,546982,352820,64916,6236,281668,167470,33794,31582,16186,10440,1921,185,8335,4956,594250,417943,106120,73282,32838,70187,7978,62209,16659,13352,3307,349,2958,35671,31302,21031,2
6,1,5,8,21.8,35.5,24.8,17.9,992958,474835,330168,60133,6554,263481,187955,32050,30982,14815,10302,1876,204,8221,5864,713318,497962,126014,86203,39811,89342,18501,70841,18527,15587,2940,243,2697,38502,31947,26267,0
6,1,7,8,19.2,33.5,31.3,15.9,1077178,565111,355482,35211,6560,313711,156585,37269,28903,15163,9538,945,176,8417,4201,632090,456059,108027,71385,36642,68004,2051,65953,17929,13712,4217,449,3768,35255,33260,17503,3
6,1,6,5,19.3,34.6,30.1,15.9,1109889,560140,385695,58524,6826,320345,164054,40430,27452,13855,9540,1448,169,7923,4058,666661,468039,115725,79348,36377,82897,-7285,90182,20696,15469,5227,454,4773,32212,30257,18894,0
6,1,2,2,15.3,27.6,36.2,20.9,1435265,815097,345093,33737,6959,304397,275075,44707,32104,18232,7719,755,156,6809,6153,1006442,727311,184017,125788,58229,95114,-1439,96553,19902,15376,4526,221,4305,50570,47302,22428,4
6,1,1,1,20.6,41.3,25,13.1,973059,564219,303376,48371,7150,247855,105464,36742,26484,15356,8257,1317,195,6746,2870,317939,217319,51821,34037,17784,48799,-3309,52108,11414,6817,4597,499,4098,27855,31879,12715,3
6,1,6,4,22.2,38.2,25.2,14.4,972718,557165,301515,48738,7203,245574,114038,34472,28218,16163,8747,1414,209,7124,3308,581605,386014,95285,64547,30738,100306,12431,87875,16020,11917,4103,628,3475,36305,32392,25288,0
6,1,4,3,10.5,18.9,28.8,41.9,1586401,909052,337492,25924,7270,304298,339857,48348,32812,18802,6980,536,150,6294,7029,1019354,723585,179514,125390,54124,116255,5248,111007,27220,20883,6337,397,5940,37449,34649,18688,3
6,1,7,9,20.1,35.5,27.9,16.5,1060737,582453,330399,35363,7394,287642,147885,36610,28974,15910,9025,966,202,7857,4039,531063,366709,93043,62604,30439,71311,4787,66524,13728,10493,3235,615,2620,38685,34948,25391,1
6,1,3,2,9.4,23.6,31.1,35.9,1882411,1244356,341175,34344,7692,299139,296880,57308,32847,21713,5953,599,134,5220,5180,858177,555267,125568,82036,43532,177342,2449,174893,27413,19024,8389,383,8006,31305,29188,21845,0
6,1,5,8,11.9,21.1,24.4,42.6,1388013,813872,316063,39136,8029,268898,258078,47721,29086,17055,6623,820,168,5635,5408,954293,686684,182050,130078,51972,85559,-2922,88481,26031,21251,4780,354,4426,36660,32313,19991,9
6,1,6,3,15.8,30,39.2,15,1802648,1064344,498550,53602,8321,436627,239754,55432,32520,19201,8994,967,150,7877,4325,564628,346394,90171,63661,26510,128063,25,128038,17690,11201,6489,708,5781,31918,30925,22148,10
6,1,4,5,17.8,31.1,32.6,18.4,2241791,1238099,675734,66703,9240,599791,327958,67903,33015,18233,9951,982,136,8833,4830,1562529,1136867,275751,189971,85780,149911,-10302,160213,37669,30689,6980,829,6151,41481,37045,26047,1
6,1,4,5,12.8,32.2,32.1,22.9,1680293,998119,410086,60846,9465,339775,272088,48306,34784,20662,8489,1260,196,7034,5633,1227601,910211,232207,159027,73180,85183,6264,78919,27492,22618,4874,196,4678,44653,40243,16870,1
6,1,5,8,15.3,30.7,30.4,23.6,1983918,1159599,480844,64312,10826,405706,343475,59591,33292,19459,8069,1079,182,6808,5764,1507199,1111386,275493,185775,89718,120320,-90,120410,34274,28023,6251,363,5888,43975,39660,20450,5
6,1,5,8,21.2,30.6,29.2,19,1590366,851165,513261,108126,12629,392506,225940,50442,31529,16874,10175,2144,250,7781,4479,938511,648176,156801,105176,51625,133534,15255,118279,25179,20076,5103,229,4874,37274,32286,24267,14
6,1,3,2,13.3,27.6,32.3,26.7,2466303,1358109,657000,77771,13132,566097,451194,75798,32538,17917,8668,1026,173,7468,5953,2092451,1470301,360785,249699,111086,261365,-3187,264552,48339,40245,8094,320,7774,43287,36534,34030,6
6,1,5,8,13.8,30.7,35.4,20.1,2546086,1447455,687992,88587,13571,585834,410639,80626,31579,17953,8533,1099,168,7266,5093,1864361,1344478,328267,219684,108583,191616,170,191446,45709,37561,8148,326,7822,40788,35795,24475,2
6,1,5,8,16.8,25.9,33.9,23.5,2839608,1755819,638293,74235,14778,549280,445496,84010,33801,20900,7598,884,176,6538,5303,2596168,1934180,420270,265037,155233,241718,3505,238213,62465,52915,9550,459,9091,41562,36553,26203,16
6,1,2,2,10.3,26.2,34.3,29.2,5431519,3671236,1006450,80995,17702,907753,753833,144147,37680,25469,6982,562,123,6297,5230,3177731,2248933,495487,323100,172387,433311,3247,430064,79506,61223,18283,597,17686,39968,36733,24317,13
6,1,1,1,10.6,29.5,36.4,23.5,5451216,3971845,896870,92908,23855,780107,582501,163977,33244,24222,5469,567,145,4757,3552,2325787,1658825,363967,232388,131579,302995,-512,303507,68165,50235,17930,389,17541,34120,33021,17303,17
6,1,2,2,12.2,31.6,35.6,20.7,4884492,2962702,1035820,106969,24947,903904,885970,139936,34905,21172,7402,764,178,6459,6331,3306590,2444123,633765,454704,179061,228702,-5961,234663,65271,52898,12373,367,12006,50659,46204,19545,1
6,1,2,2,13,29.2,35.6,22.2,6546512,3756880,1496403,175117,30672,1290614,1293229,190928,34288,19677,7838,917,161,6760,6773,5202313,3779849,1000928,688625,312303,421536,-261,421797,120611,99128,21483,288,21195,43133,38131,19901,8
6,1,2,2,13.7,25.1,32.5,28.6,9122274,5374909,2026560,343665,40690,1642205,1720805,248055,36775,21668,8170,1385,164,6620,6937,8335760,5746144,1340161,909435,430726,1249455,-126,1249581,171234,137412,33822,870,32952,48681,41817,37921,9
7,1,8,6,23.4,37,28.2,11.4,244151,108535,94877,18909,1419,74549,40739,8852,27581,12261,10718,2136,160,8422,4602,103937,68425,20956,15770,5186,14556,8124,6432,3210,2094,1116,257,859,32379,32677,7488,1
7,1,8,7,20.5,37.6,28.7,13.3,417327,210972,148149,14654,1638,131857,58206,14245,29296,14810,10400,1029,115,9256,4086,174820,121334,31683,21965,9718,21803,257,21546,5525,3693,1832,317,1515,31642,32855,14222,0
7,1,9,10,19.9,39.9,28.6,11.6,433709,234260,147133,17382,1812,127939,52316,13561,31982,17275,10850,1282,134,9434,3858,252987,181065,39696,27138,12558,32226,1124,31102,5513,4069,1444,225,1219,45889,44499,25514,0
7,1,9,10,20.9,43.2,23.9,12,308039,130509,131479,29641,2110,99728,46051,11306,27246,11543,11629,2622,187,8821,4073,168603,109877,27813,19954,7859,30913,6704,24209,4155,2932,1223,278,945,40578,37475,25618,0
7,1,8,6,17.3,39.7,24.7,18.2,380057,196224,132386,25727,2120,104539,51447,13428,28303,14613,9859,1916,158,7785,3831,194684,118043,33487,24729,8758,43154,29806,13348,5243,3680,1563,371,1192,37132,32077,11198,0
7,1,3,2,18.9,42.7,23.9,14.4,475689,253286,153253,24972,2398,125883,69150,15360,30969,16490,9977,1626,156,8196,4502,160578,98668,27215,19455,7760,34695,16234,18461,4989,3181,1808,391,1417,32186,31018,13028,0
7,1,8,4,20,42,21.1,16.9,276145,126063,112538,25248,2426,84864,37544,10184,27116,12379,11050,2479,238,8333,3687,125060,76097,21721,15512,6209,27242,4548,22694,3609,2665,944,337,607,34652,28554,37387,0
7,1,1,1,17.9,43.9,25,13.2,612395,365269,182582,22337,2840,157405,64544,22658,27028,16121,8058,986,125,6947,2849,234627,160378,42229,29609,12620,32020,1771,30249,6291,4607,1684,165,1519,37296,34812,19914,0
7,1,3,2,20.2,37.8,30.3,11.8,588218,303821,194835,25886,2864,166085,89562,19313,30457,15731,10088,1340,148,8600,4637,189757,120534,32600,23107,9493,36623,3119,33504,6022,3857,2165,373,1792,31511,31251,18696,0
7,1,7,11,16.8,39.6,28.1,15.4,672442,347688,211852,31755,2944,177153,112902,20360,33028,17077,10405,1560,145,8701,5545,366206,256522,64869,45723,19146,44815,11781,33034,9470,7384,2086,424,1662,38670,34740,19876,1
7,1,6,4,22.8,36.2,28.1,12.9,690016,348079,228463,21891,3582,202990,113474,24186,28530,14392,9446,905,148,8393,4692,352833,227096,60738,41324,19414,64999,5283,59716,10544,7604,2940,469,2471,33463,29865,24167,0
7,1,7,11,17,46.7,23.8,12.5,625478,314955,211391,29587,3691,178113,99132,22587,27692,13944,9359,1310,163,7886,4389,349542,262246,63946,43969,19977,23350,-481,23831,9367,7093,2274,434,1840,37316,36973,12952,0
7,1,7,11,19.3,35.3,31.9,13.4,832200,430094,267351,28074,4120,235157,134755,30480,27303,14111,8771,921,135,7715,4421,457708,323731,81505,55389,26116,52472,6022,46450,13177,10161,3016,646,2370,34735,31860,19599,4
7,1,7,11,18.5,44.3,24.2,13,757455,412337,235700,34174,4695,196831,109418,25152,30115,16394,9371,1359,187,7826,4350,435410,308635,76624,53649,22975,50151,2147,48004,11982,8792,3190,239,2951,36339,35104,16267,2
7,1,3,2,16.1,33.7,31.4,18.8,1795865,990937,518353,50529,8097,459727,286575,54569,32910,18159,9499,926,148,8425,5252,1305879,958611,240335,164324,76011,106933,-3271,110204,29770,23808,5962,616,5346,43866,40264,20614,1
7,1,4,3,17.9,35.9,31.3,14.9,2619743,1546848,693301,64420,12316,616565,379594,80275,32635,19269,8637,802,153,7681,4729,1380849,939955,225737,152717,73020,215157,8880,206277,38058,27776,10282,1784,8498,36283,33841,24274,7
7,1,3,2,14.1,35.3,28.1,22.5,3014212,1695862,753064,69120,12405,671539,565286,92652,32533,18304,8128,746,134,7248,6101,1464324,989694,245323,166824,78499,229307,1003,228304,43807,32603,11204,1320,9884,33427,30356,23098,4
7,1,3,2,9.8,27.8,31.7,30.7,7253460,4248007,1503447,118105,22696,1362646,1502006,190048,38166,22352,7911,621,119,7170,7903,3017308,2128293,480480,316018,164462,408535,122,408413,93226,66218,27008,833,26175,32366,32141,15603,6
7,1,3,2,11.8,29.4,28.5,30.2,6788344,4082888,1413606,168155,26356,1219095,1291850,198597,34182,20559,7118,847,133,6139,6505,5186982,3813488,930132,647405,282727,443362,1689,441673,112767,93057,19710,437,19273,45997,40980,22917,15
7,1,2,2,13.7,32.6,30.6,23,13857580,8322920,3355880,504155,63154,2788571,2178780,413737,33494,20116,8111,1219,153,6740,5266,10467562,7620034,1727693,1151333,576360,1119835,26800,1093035,229435,180322,49113,585,48528,45623,42258,22524,17
7,1,1,1,10.6,26.8,30.7,31.9,30003894,18658845,5336588,690907,85056,4560625,6008461,657668,45622,28371,8114,1051,129,6935,9136,25557836,18139151,3857674,2526000,1331674,3561011,643,3560368,446634,368402,78232,339,77893,57223,49237,45708,44
7,1,6,6,18.6,36.7,26.2,18.4,362377,168468,94118,10302,1075,82741,99791,11608,31218,14513,8108,887,93,7128,8597,186857,109936,30875,22653,8222,46046,0,46046,5375,3596,1779,0,1779,34764,30572,25883,3
7,1,3,2,15.7,36.6,29.2,18.5,434508,220726,125033,11145,1775,112113,88749,15769,27555,13997,7929,707,113,7110,5628,191101,128838,37099,27811,9288,25164,0,25164,5184,3654,1530,0,1530,36864,35259,16447,1
7,1,3,2,14.1,26.5,32.6,26.7,2616336,1403956,409583,36492,6282,366809,802797,57183,45754,24552,7163,638,110,6415,14039,1113539,732398,164963,109655,55308,216178,6325,209853,31848,21620,10228,607,9621,34964,33876,21812,15
7,1,4,3,8.8,27.8,31.6,31.8,5174156,2001765,527017,39644,8197,479176,2645374,74627,69334,26824,7062,531,110,6421,35448,2276886,1605010,365277,243318,121959,306599,0,306599,56240,39675,16565,0,16565,40485,40454,18509,16
7,1,2,2,9.3,27.1,36.4,27.1,6081061,3821746,1097702,87915,17461,992326,1161613,158205,38438,24157,6938,556,110,6272,7342,2062499,1355854,353842,246501,107341,352803,-2432,355235,53544,36667,16877,588,16289,38520,36978,21808,14
7,1,3,2,8.4,25.3,36.6,29.8,8084727,4421640,1447995,117053,20154,1310788,2215092,189789,42599,23298,7629,617,106,6907,11671,6177730,4462359,1333266,945915,387351,382105,-445,382550,119508,97475,22033,417,21616,51693,45780,17698,22
7,1,3,2,10.9,30.9,35.9,22.4,6429988,3624304,1441968,148037,30056,1263875,1363716,171755,37437,21102,8395,862,175,7359,7940,4130940,3008839,780162,540633,239529,341939,-82,342021,96974,78217,18757,97,18660,42598,38468,18329,19
7,1,2,2,9.4,27.3,37.3,26,11020858,6106004,2560677,296598,38368,2225711,2354177,303467,36316,20121,8438,977,126,7334,7758,8060165,5895771,1591483,1116576,474907,572911,-1015,573926,167753,139160,28593,657,27936,48048,42367,20544,21
7,1,2,2,13.5,26.4,25.2,34.9,23781957,7784184,2724992,199388,41041,2484563,13272781,332556,71513,23407,8194,600,123,7471,39911,7918765,5559037,1102126,700649,401477,1257602,55183,1202419,183066,127165,55901,245,55656,43256,43715,21604,65
7,1,1,1,11.4,27.2,29.9,31.5,76058237,45895041,12340640,1456132,314661,10569847,17822556,1816837,41863,25261,6792,801,173,5818,9810,48187022,35754521,7400775,4802271,2598504,5031726,9508,5022218,1031392,759338,272054,379,271675,46720,47086,18486,363
7,1,1,1,19,28.2,25,27.8,103042056,56852668,20878267,3314004,485668,17078595,25311121,2607800,39513,21801,8006,1271,186,6549,9706,71375326,52647782,11167363,7381463,3785900,7560181,189977,7370204,1510755,1080636,430119,2096,428023,47245,48719,17219,336
7,1,9,10,23.8,45.9,20.6,9.7,190447,107089,50792,8760,685,41347,32566,4999,38097,21422,10160,1752,137,8271,6515,108708,40631,11144,8500,2644,56933,46636,10297,2004,1288,716,217,499,54246,31546,20635,0
7,1,8,7,18.5,42.6,23.2,15.6,287524,160265,80745,12163,945,67637,46514,9074,31687,17662,8899,1340,104,7454,5126,159025,113036,29166,21972,7194,16823,4402,12421,4206,2852,1354,217,1137,37809,39634,10924,1
7,1,8,7,23.1,42.8,21.8,12.4,300636,165288,97365,10557,1167,85641,37983,10046,29926,16453,9692,1051,116,8525,3781,119048,79594,23036,17928,5108,16418,1471,14947,3770,2637,1133,246,887,31578,30184,16851,0
7,1,6,6,24.6,41.7,21.5,12.2,450991,263201,126765,9985,1170,115610,61025,14854,30362,17719,8534,672,79,7783,4108,257506,185364,48561,37330,11231,23581,-1098,24679,6368,4994,1374,166,1208,40437,37117,20430,0
7,1,9,10,22.6,41.6,21.9,13.9,330188,186265,100169,12520,1228,86421,43754,10246,32226,18179,9776,1222,120,8435,4270,154616,77226,22432,17410,5022,54958,25336,29622,4169,2697,1472,486,986,37087,28634,30043,0
7,1,2,2,18.5,33.9,24.6,23,488046,316087,78893,8351,1270,69272,93066,15463,31562,20442,5102,540,82,4480,6019,395641,271965,78294,63932,14362,45382,11872,33510,7036,5449,1587,138,1449,56231,49911,23126,2
7,1,7,11,29.5,39.3,21.5,9.8,286967,154294,86471,16334,1531,68606,46202,7577,37873,20363,11412,2156,202,9055,6098,160663,62495,17517,13594,3923,80651,68024,12627,2694,1945,749,173,576,59637,32131,21922,1
7,1,7,9,24.7,39.3,22.5,13.4,373977,223130,106781,22409,1616,82756,44066,12211,30626,18273,8745,1835,132,6777,3609,229477,108317,34616,27752,6864,86544,64542,22002,4909,3789,1120,244,876,46746,28587,25116,1
7,1,6,6,20.1,43.7,23.1,13.1,498623,295644,137529,15555,1651,120323,65450,15101,33019,19578,9107,1030,109,7968,4334,316157,185028,46439,33721,12718,84690,3021,81669,6779,5534,1245,158,1087,46638,33435,75132,0
7,1,6,6,20.9,42.4,23.8,13,498715,287251,150091,15010,1662,133419,61373,16265,30662,17661,9228,923,102,8203,3773,238863,141199,38033,29650,8383,59631,1522,58109,5275,3856,1419,169,1250,45282,36618,46487,0
7,1,6,6,20.6,41.3,24.1,14,537441,283495,148857,18759,1873,128225,105089,16872,31854,16803,8823,1112,111,7600,6229,278810,189468,47722,36398,11324,41620,14002,27618,6264,4723,1541,252,1289,44510,40116,21426,0
7,1,9,10,23,44.8,20.3,12,335211,181065,114887,12805,1924,100158,39259,11499,29151,15746,9991,1114,167,8710,3414,141535,77165,22846,18096,4750,41524,24867,16657,4064,2521,1543,613,930,34827,30609,17911,0
7,1,1,1,17.8,36.3,26.6,19.3,1020110,702942,147423,16908,1984,128531,169745,23837,42795,29490,6185,709,83,5392,7121,1339673,965425,235382,173564,61818,138866,6235,132631,19639,16122,3517,106,3411,68215,59882,38883,0
7,1,6,6,16.5,44.7,24.6,14.2,742428,403520,214594,19550,2132,192912,124314,24326,30520,16588,8822,804,88,7930,5110,330630,197163,53521,41203,12318,79946,19997,59949,8435,5882,2553,335,2218,39197,33520,27028,1
7,1,3,2,18.2,42.3,31.1,8.5,612367,370400,167996,19607,2290,146099,73971,22379,27363,16551,7507,876,102,6528,3305,218438,136078,45471,35915,9556,36889,1361,35528,5359,3613,1746,208,1538,40761,37663,23100,0
7,1,3,2,14.2,46.6,26.5,12.8,736060,430167,207324,23174,2434,181716,98569,22525,32677,19097,9204,1029,108,8067,4376,249718,155934,44062,33392,10670,49722,12351,37371,8042,5247,2795,361,2434,31052,29719,15354,0
7,1,2,2,21.2,37.9,25.1,15.8,865187,538270,192347,24701,2593,165053,134570,22670,38164,23744,8485,1090,114,7281,5936,380990,231375,61523,45087,16436,88092,27718,60374,9240,6349,2891,333,2558,41233,36443,23602,1
7,1,7,8,23.6,40.6,24.4,11.4,683025,383338,190821,30309,2604,157908,108866,20495,33326,18704,9311,1479,127,7705,5312,385440,206150,56195,43126,13069,123095,36608,86487,8750,6588,2162,393,1769,44050,31292,48890,0
7,1,6,6,20.4,42.6,23.9,13.1,715708,435547,186105,21342,2646,162117,94056,25632,27922,16992,7261,833,103,6325,3669,433900,301853,90168,72483,17685,41879,5818,36061,10670,8923,1747,372,1375,40665,33829,26226,0
7,1,2,2,17.1,37.5,25.3,20.1,975594,704858,166616,23512,2704,140400,104120,24146,40404,29192,6900,974,112,5815,4312,768981,552252,133314,95785,37529,83415,-1214,84629,14898,12238,2660,89,2571,51616,45126,32917,0
7,1,7,11,24.8,42.2,21.5,11.4,613802,320685,211001,29014,2715,179272,82116,20572,29837,15588,10257,1410,132,8714,3992,299964,163174,46938,36543,10395,89852,49490,40362,8403,5676,2727,787,1940,35697,28748,20805,0
7,1,6,6,21,40.7,22.5,15.8,1083164,663901,251910,26885,2740,222285,167353,31448,34443,21111,8010,855,87,7068,5322,503223,331694,84508,63631,20877,87021,24539,62482,12560,9467,3093,542,2551,40066,35037,24493,0
7,1,6,6,20.6,39,25,15.4,689348,389330,208556,28227,2800,177529,91462,20919,32953,18611,9970,1349,134,8486,4372,346567,216165,57809,43094,14715,72593,34312,38281,9671,6962,2709,648,2061,35836,31049,18574,0
7,1,6,4,26.4,42.5,20.8,10.3,894530,608127,182930,23989,3080,155861,103473,23067,38780,26364,7930,1040,134,6757,4486,362155,207503,48967,35506,13461,105685,6105,99580,6873,4963,1910,55,1855,52692,41810,53682,0
7,1,1,1,15.8,44.5,25.7,14,891282,632077,172872,22952,3184,146736,86333,21638,41191,29211,7989,1061,147,6781,3990,734026,496965,136884,106505,30379,100177,2586,97591,10604,8475,2129,46,2083,69222,58639,46851,0
7,1,6,6,26,38.4,22.7,12.9,1057439,588565,324250,45141,3205,275904,144624,33751,31331,17438,9607,1337,95,8175,4285,476044,296186,79822,60482,19340,100036,28029,72007,11799,8831,2968,577,2391,40346,33539,30116,0
7,1,2,2,17.4,42.3,26.8,13.5,954588,550187,229005,30194,3451,195360,175396,27022,35326,20361,8475,1117,128,7230,6491,493020,373541,88299,65758,22541,31180,-8325,39505,11797,8263,3534,580,2954,41792,45206,13373,1
7,1,2,2,22.5,38.8,23.8,15,1160954,728713,277513,43134,4214,230165,154728,33331,34831,21863,8326,1294,126,6905,4642,1088432,817151,205119,155570,49549,66162,6325,59837,18009,14532,3477,130,3347,60438,56231,17878,1
7,1,6,6,26.1,39.3,23.3,11.3,1452774,844555,409162,56723,4224,348215,199057,41588,34933,20308,9838,1364,102,8373,4786,643385,386992,103184,80062,23122,153209,46028,107181,16545,12251,4294,802,3492,38887,31589,30693,0
7,1,1,1,18.3,39.1,30.5,12.1,1189656,754926,265429,48205,4654,212570,169301,41489,28674,18196,6398,1162,112,5124,4081,781103,535122,146927,113931,32996,99054,1582,97472,16370,11996,4374,37,4337,47716,44608,22475,1
7,1,6,5,15,33.1,32.6,19.4,1274767,745881,342176,52704,4688,284784,186710,39337,32406,18961,8699,1340,119,7240,4746,734751,472156,130808,101961,28847,131787,24258,107529,18639,14133,4506,538,3968,39420,33408,27099,1
7,1,2,2,24.2,41.7,22,12.1,2232969,1480483,419618,50219,4876,364523,332868,58672,38059,25233,7152,856,83,6213,5673,1007519,641600,150601,110029,40572,215318,57965,157353,22472,15350,7122,1046,6076,44834,41798,25897,3
7,1,6,5,19.7,44.2,22.2,13.9,933639,509254,309428,48826,4896,255706,114957,27377,34103,18602,11302,1783,179,9340,4199,433205,234180,63449,47582,15867,135576,88514,47062,10713,7795,2918,362,2556,40437,30042,18412,0
7,1,6,3,23.4,41.1,23.3,12.2,1389484,718631,496769,64887,4918,426964,174084,46709,29748,15385,10635,1389,105,9141,3727,562394,379979,107330,84995,22335,75085,1045,74040,16324,10913,5411,703,4708,34452,34819,15726,3
7,1,2,2,18.7,39.4,26.5,15.5,1414797,813461,404573,46498,4960,353115,196763,40905,34587,19887,9891,1137,121,8633,4810,719314,503350,121541,88662,32879,94423,-2001,96424,17776,13330,4446,387,4059,40465,37761,23756,3
7,1,2,2,22.4,40.8,24.7,12.2,2135690,1364958,476346,65432,5150,405764,294386,61984,34456,22021,7685,1056,83,6546,4749,923146,586129,144015,105868,38147,193002,43799,149203,23444,16598,6846,734,6112,39377,35313,24411,1
7,1,1,1,11.8,35.4,30.5,22.3,2306690,1683502,323246,40111,5206,277929,299942,52432,43994,32108,6165,765,99,5301,5721,2188196,1593422,402651,304649,98002,192123,-274,192397,31693,25574,6119,58,6061,69044,62306,31743,1
7,1,4,5,11.8,26.8,25.2,36.2,1522678,888144,327955,43615,5392,278948,306579,47090,32335,18861,6964,926,115,5924,6510,1003323,662349,172649,131557,41092,168325,11797,156528,24910,19124,5786,291,5495,40278,34634,28486,11
7,1,1,1,15.8,37.3,30.5,16.4,1658644,1139411,340608,56207,5556,278845,178625,44728,37083,25474,7615,1257,124,6234,3994,1194043,794371,208639,158283,50356,191033,1771,189262,21020,15739,5281,16,5265,56805,50472,35947,1
7,1,5,8,12.5,36.6,33.2,17.7,1975591,1242430,357632,41210,5924,310498,375529,54123,36502,22956,6608,761,109,5737,6938,1669657,1160656,436186,328945,107241,72815,-3855,76670,28529,25172,3357,417,2940,58525,46109,26078,0
7,1,4,5,20.2,48.9,20.2,10.6,2118134,1247096,456049,64259,6247,385543,414989,53545,39558,23291,8517,1200,117,7200,7750,1836884,1382308,299201,211825,87376,155375,-3344,158719,33900,28488,5412,97,5315,54185,48522,29862,13
7,1,2,2,21.5,43.5,22.3,12.7,2919444,1834220,596506,89534,7022,499950,488718,73783,39568,24860,8085,1213,95,6776,6624,2274051,1649537,335997,229186,106811,288517,-1710,290227,44220,34971,9249,210,9039,51426,47169,32108,12
7,1,3,2,23.9,39.7,20.1,16.3,4092218,2716039,677820,76283,7665,593872,698359,97177,42111,27949,6975,785,79,6111,7186,2976070,2074748,477599,349167,128432,423723,19829,403894,51046,40643,10403,335,10068,58302,51048,40117,8
7,1,3,2,21.7,39.6,24.3,14.4,4595809,3097304,806305,106938,8800,690567,692200,111720,41137,27724,7217,957,79,6181,6196,3830158,2843208,588696,405275,183421,398254,7024,391230,70754,58298,12456,145,12311,54133,48770,31779,19
7,1,4,5,23.5,42.4,20.5,13.5,3056989,1812781,837659,123418,8964,705277,406549,83464,36626,21719,10036,1479,107,8450,4871,1376769,911825,236136,178028,58108,228808,17236,211572,36251,26494,9757,1136,8621,37979,34416,24541,3
7,1,2,2,11.6,33.9,26.9,27.6,4773106,3599685,631256,73378,10661,547217,542165,112203,42540,32082,5626,654,95,4877,4832,2519817,1829359,432839,314390,118449,257619,2603,255016,51257,39085,12172,211,11961,49160,46805,21321,10
7,1,2,2,11.2,28.7,34.5,25.7,4782584,3072628,875582,88908,11094,775580,834374,123130,38842,24954,7111,722,90,6299,6776,2965829,2104056,585033,427988,157045,276740,1895,274845,65834,52060,13774,403,13371,45050,40416,20555,11
7,1,2,2,14.7,40.4,27.5,17.4,4705017,3363254,821048,93996,12755,714297,520715,131843,35687,25510,6227,713,97,5418,3950,1442884,910609,222393,163533,58860,309882,-771,310653,39003,25327,13676,350,13326,36994,35954,23312,2
7,1,3,2,15.3,37.1,27.5,20.1,5294245,2954627,1365685,153656,13395,1198634,973933,132057,40091,22374,10342,1164,101,9077,7375,3538469,2383631,598026,440428,157598,556812,51547,505265,75703,62210,13493,713,12780,46741,38316,39536,3
7,1,3,2,18,36.2,25.9,19.9,4306991,2668384,1111697,155431,14544,941722,526910,123637,34836,21582,8992,1257,118,7617,4262,2471966,1613927,419563,322232,97331,438476,5873,432603,60275,45397,14878,928,13950,41011,35551,31011,2
